Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,query,latitude,longitude,school,kindergarten,university,hospital,clinic,supermarket,place_of_worship,bus_station,marketplace
Low-Cost Flat,Seberang Perai Selatan,15,RUMAH PANGSA MUTIARA INDAH,   ,March 2024,Freehold,62.00,sq.m,-,-,10,"RM42,000.00","Seberang Perai Selatan, Malaysia",5.2169636,100.4804658,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN IMPIANA KESANG,JLN IMPIANA KESANG,August 2024,Leasehold,452.00,sq.m,79,sq.m,    ,"RM257,000.00","JLN IMPIANA KESANG, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Semi-Detached,Temerloh,Bangau,TMN PULAI INDAH,JLN PULAI INDAH 3/1A,May 2024,Freehold,288.00,sq.m,93,sq.m,    ,"RM300,000.00","JLN PULAI INDAH 3/1A, Temerloh, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kinta,Ulu Kinta,DESA LAHAT SRI -WANG,LAHAT SRI WANG 24,August 2024,Leasehold,121.00,sq.m,84,sq.m,    ,"RM398,000.00","LAHAT SRI WANG 24, Kinta, Malaysia",4.5375517,101.0471285,Yes,Yes,No,No,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,RESIDENSI EMERALD DAMAI (EMERALD HILLS),JALAN DESA CHERAS 10,July 2024,Freehold,152.00,sq.m,193,sq.m,    ,"RM1,660,000.00","JALAN DESA CHERAS 10, Kuala Lumpur, Malaysia",3.0951363,101.7396044,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Alor Gajah,Kelemak,TMN SAMARINDA,JALAN SAMARINDA 7,January 2024,Freehold,424.00,sq.m,105,sq.m,    ,"RM540,000.00","JALAN SAMARINDA 7, Alor Gajah, Malaysia",2.3784002,102.2257653,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Cluster House,Johor Bahru,Pulai,HORIZON HILL,JLN SERAMBI 5/1,May 2024,Freehold,260.00,sq.m,213,sq.m,    ,"RM1,320,000.00","JLN SERAMBI 5/1, Johor Bahru, Malaysia",1.45076,103.6350327,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Town House,Hulu Langat,Pekan Kajang,TMN BALAKONG JAYA,   ,August 2024,Leasehold,83.00,sq.m,-,-,1,"RM365,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN ECO FLORA,JLN EKOFLORA 5/23,February 2024,Freehold,311.00,sq.m,149,sq.m,    ,"RM1,080,000.00","JLN EKOFLORA 5/23, Johor Bahru, Malaysia",1.5980259,103.75431,Yes,Yes,No,No,Yes,No,Yes,No,Yes
Low-Cost House,Kulim,Pekan Sungai Kob,TMN SG KOB FASA 1,LRG DESA KOB 7,July 2024,Freehold,102.00,sq.m,72,sq.m,    ,"RM255,000.00","LRG DESA KOB 7, Kulim, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Besut,Keluang,TEMBILA,OFF JLN TEMBILA - KG.RAJA,October 2024,Freehold,656.00,sq.m,121,sq.m,    ,"RM380,000.00","OFF JLN TEMBILA - KG.RAJA, Besut, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Seremban,Bandar Seremban,TAMAN RASAH, JLN BELATEK 1/3,February 2024,Freehold,520.24,sq.m,129,sq.m,    ,"RM435,000.00","JLN BELATEK 1/3, Seremban, Malaysia",2.6808143,101.9315461,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kulai,Senai,BDR PUTRA,   ,June 2024,Freehold,76.00,sq.m,-,-,3,"RM350,000.00","Kulai, Malaysia",1.6666667,103.6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Cluster House,Kuala Lumpur,Mukim Kuala Lumpur,BANDAR TUN ABD RAZAK (KG KONGGO),LRG MEWAH 2,June 2024,Leasehold,93.00,sq.m,56,sq.m,    ,"RM340,000.00","LRG MEWAH 2, Kuala Lumpur, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kinta,Ulu Kinta,TMN TASEK MUTIARA,JALAN TASEK JAYA,June 2024,Freehold,130.00,sq.m,151,sq.m,    ,"RM370,000.00","JALAN TASEK JAYA, Kinta, Malaysia",4.650479,101.1082622,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Johor Bahru,Pulai,GRAND MEDINI,   ,June 2024,Freehold,46.00,sq.m,-,-,23,"RM371,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Seremban,Labu,EKA HEIGHTS - PRECINCT 3A,OFF JLN FELDA SENDAYAN,February 2024,Freehold,365.00,sq.m,125,sq.m,    ,"RM762,000.00","OFF JLN FELDA SENDAYAN, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Port Dickson,Pasir Panjang,TMN SHOREA HARTAMAS,JALAN PINTAS TELOK KEMANG,January 2024,Freehold,121.00,sq.m,93,sq.m,    ,"RM227,000.00","JALAN PINTAS TELOK KEMANG, Port Dickson, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Jasin,Ayer Panas,TMN ANJUNG GAPAM,JLN ANJUNG BAKAWALI 2,June 2024,Leasehold,372.00,sq.m,178,sq.m,    ,"RM650,000.00","JLN ANJUNG BAKAWALI 2, Jasin, Malaysia",2.2790261,102.3644631,Yes,No,No,No,No,No,Yes,No,No
Flat,Petaling,Pekan Serdang,TAMAN SERDANG RAYA SEK 7,   ,August 2024,Leasehold,76.00,sq.m,-,-,4,"RM150,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kluang,Kluang,TAMAN SRI IMPIAN / BANDAR SRI IMPIAN,SERI IMPIAN,August 2024,Freehold,148.65,sq.m,204,sq.m,    ,"RM508,000.00","SERI IMPIAN, Kluang, Malaysia",1.9961821,103.3651194,Yes,No,No,Yes,Yes,No,Yes,No,No
Low-Cost House,Bentong,Bentong,TMN MEMPAGA UTAMA,JLN TMN MEMPAGA UTAMA,October 2024,Leasehold,123.00,sq.m,67,sq.m,    ,"RM35,000.00","JLN TMN MEMPAGA UTAMA, Bentong, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Larut Matang,Pengkalan Aor,RKT KG PAK DARUS,RKT KPG. PAK DARUS,June 2024,Leasehold,401.00,sq.m,121,sq.m,    ,"RM178,000.00","RKT KPG. PAK DARUS, Larut Matang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Tawau,Tawau,TMN SEMARAK MEGAH,JLN KUHARA,May 2024,Leasehold,133.00,sq.m,121,sq.m,    ,"RM350,000.00","JLN KUHARA, Tawau, Malaysia",4.260326,117.8957091,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Kinta,Ulu Kinta,"TMN BERJAYA, TG RAMBUTAN",LALUAN SG CHOH 3,June 2024,Leasehold,101.00,sq.m,49,sq.m,    ,"RM150,000.00","LALUAN SG CHOH 3, Kinta, Malaysia",4.6650219,101.1563804,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Melaka Tengah,Sg Udang,TMN PERUNA,JALAN WIRA RIA 6,May 2024,Leasehold,143.00,sq.m,81,sq.m,    ,"RM250,000.00","JALAN WIRA RIA 6, Melaka Tengah, Malaysia",2.277572,102.1334391,Yes,Yes,No,Yes,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Batu,TMN SRI KEPONG BARU,JALAN 3/38C,July 2024,Freehold,55.00,sq.m,97,sq.m,    ,"RM390,000.00","JALAN 3/38C, Kuala Lumpur, Malaysia",3.1927602,101.6493136,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Hilir Perak,Durian Sebatang,TAMAN LAGENDA TELUK INTAN,LAGENDA TELUK INTAN,October 2024,Leasehold,121.00,sq.m,84,sq.m,    ,"RM180,000.00","LAGENDA TELUK INTAN, Hilir Perak, Malaysia",3.9462522,101.0352459,Yes,No,No,No,Yes,No,Yes,No,No
Condominium/Apartment,Johor Bahru,Tebrau,TMN DESA TEBRAU,   ,May 2024,Freehold,88.00,sq.m,-,-,1,"RM380,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Muar,Bandar,TMN DESA IMPIAN,JLN ABD RAHMAN ~ TR 143,July 2024,Freehold,517.75,sq.m,135,sq.m,    ,"RM540,000.00","JLN ABD RAHMAN ~ TR 143, Muar, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Jempol,Pekan Bahau,TMN MERANTI BAHAU,JALAN MERANTI 16,September 2024,Freehold,143.00,sq.m,79,sq.m,    ,"RM355,000.00","JALAN MERANTI 16, Jempol, Malaysia",2.8097573,102.3979639,Yes,No,No,No,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Seremban,Seremban,SCIENTEX SEREMBAN,JALAN SCIENTEX,July 2024,Freehold,109.00,sq.m,106,sq.m,    ,"RM433,000.00","JALAN SCIENTEX, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Seremban,Rantau,TMN NADA EMBUN,OFF JLN MAMBAU/ PD,June 2024,Freehold,111.00,sq.m,149,sq.m,    ,"RM598,000.00","OFF JLN MAMBAU/ PD, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Jempol,Jelai,TAMAN CASSIA BAHAU,JLN CASSIA,January 2024,Leasehold,120.80,sq.m,84,sq.m,    ,"RM237,000.00","JLN CASSIA, Jempol, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuantan,Kuala Kuantan,P/L : 10139,LORONG IM 18/23,May 2024,Freehold,203.00,sq.m,90,sq.m,    ,"RM360,000.00","LORONG IM 18/23, Kuantan, Malaysia",3.817279,103.291451,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Gombak,Bandar Selayang,TAMAN SELAYANG MULIA,JALAN SM 1/1,January 2024,Leasehold,104.00,sq.m,143,sq.m,    ,"RM520,000.00","JALAN SM 1/1, Gombak, Malaysia",3.2704176,101.6771753,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Kuala Nerus,Kuala Nerus,TAMAN TEMBESU PERDANA,OFF JLN TG AMPUAN INTAN ZAHARAH/S,April 2024,Leasehold,130.00,sq.m,150,sq.m,    ,"RM420,000.00","OFF JLN TG AMPUAN INTAN ZAHARAH/S, Kuala Nerus, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2024,Freehold,61.00,sq.m,-,-,3,"RM330,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kulai,Kulai,TMN PUTERI KULAI,JALAN SRI PUTRI 8,June 2024,Freehold,465.60,sq.m,98,sq.m,    ,"RM595,000.00","JALAN SRI PUTRI 8, Kulai, Malaysia",1.6564377,103.5845017,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kinta,Ulu Kinta,TMN HOCK LEE,JLN CHAN CHEE KEONG,July 2024,Freehold,260.12,sq.m,114,sq.m,    ,"RM550,000.00","JLN CHAN CHEE KEONG, Kinta, Malaysia",4.6106131,101.1214999,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Bahagian Miri,Bahagian Miri,LITE VIEW RESIDENCE,OFF JALAN BAKAM,May 2024,Leasehold,169.90,sq.m,90,sq.m,    ,"RM488,000.00","OFF JALAN BAKAM, Bahagian Miri, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Johor Bahru,Pulai,TMN TAMPOI INDAH,   ,September 2024,Leasehold,100.00,sq.m,-,-,9,"RM400,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Seberang Perai Utara,12,SCIENTEX SUNGAI DUA,JALAN GELUGOR,May 2024,Freehold,83.00,sq.m,99,sq.m,    ,"RM288,000.00","JALAN GELUGOR, Seberang Perai Utara, Malaysia",5.488944,100.4685928,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Hulu Langat,Bandar Kajang,TMN TENAGA,JLN TENAGA 15,March 2024,Freehold,77.00,sq.m,59,sq.m,    ,"RM380,000.00","JLN TENAGA 15, Hulu Langat, Malaysia",2.9599598,101.7883394,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Seberang Perai Utara,11,TMN MERBAU INDAH,LORONG MERBAU INDAH,June 2024,Freehold,156.00,sq.m,220,sq.m,    ,"RM675,000.00","LORONG MERBAU INDAH, Seberang Perai Utara, Malaysia",5.44676,100.4358333,Yes,Yes,No,No,Yes,No,Yes,No,Yes
Low-Cost House,Johor Bahru,Pulai,TMN UNIVERSITI,JLN KEBANGSAAN 51,April 2024,Freehold,97.00,sq.m,48,sq.m,    ,"RM250,000.00","JLN KEBANGSAAN 51, Johor Bahru, Malaysia",1.5317222,103.6301279,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Petaling,Petaling,TAMAN DATO DEMANG,JLN DD 3A/4,February 2024,Leasehold,121.00,sq.m,68,sq.m,    ,"RM545,000.00","JLN DD 3A/4, Petaling, Malaysia",2.9910313,101.6719878,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Kinta,Ulu Kinta,SCIENTEX IPOH - ANGSANA,OFF JLN IPOH/KUALA KANGSAR,January 2024,Freehold,108.70,sq.m,111,sq.m,    ,"RM290,000.00","OFF JLN IPOH/KUALA KANGSAR, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Seberang Perai Tengah,15,TMN SRI JANGGUS,   ,January 2024,Freehold,60.00,sq.m,-,-,G,"RM105,000.00","Seberang Perai Tengah, Malaysia",5.3610703,100.4573584,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Petaling,Pekan Kinrara,D'KIARA APARTMENT-PST BDR PUCHONG,   ,January 2024,Freehold,84.00,sq.m,-,-,2,"RM400,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Jasin,Selandar,TMN SELANDAR BARU,JALAN SELANDAR BARU 1,August 2024,Freehold,166.00,sq.m,61,sq.m,    ,"RM120,000.00","JALAN SELANDAR BARU 1, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Kulai,Kulai,TMN SALENG,JLN SERUNAI 9,September 2024,Freehold,68.00,sq.m,70,sq.m,    ,"RM330,000.00","JLN SERUNAI 9, Kulai, Malaysia",1.6290084,103.6300406,Yes,Yes,No,Yes,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Seremban,Bandar Nilai Utama Sek.1,NILAI SPRINGS HEIGHTS,JLN NSH 9,March 2024,Freehold,208.00,sq.m,195,sq.m,    ,"RM700,000.00","JLN NSH 9, Seremban, Malaysia",2.8372183,101.7621459,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Kluang,Kluang,TAMAN SRI JAYA 1 & 2,JALAN SRI JAYA 17,January 2024,Freehold,138.00,sq.m,84,sq.m,    ,"RM250,000.00","JALAN SRI JAYA 17, Kluang, Malaysia",,,No,No,No,No,No,No,No,No,No
Cluster House,Johor Bahru,Tebrau,TMN AUSTIN HEIGHTS,JLN AUSTIN HEIGHTS 2/11,June 2024,Freehold,334.50,sq.m,414,sq.m,    ,"RM1,730,000.00","JLN AUSTIN HEIGHTS 2/11, Johor Bahru, Malaysia",1.5582247,103.7762873,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Klang,Kelang,PULAU INDAH,LORONG IMAM YUSOF 45D/KS13,July 2024,Freehold,123.00,sq.m,108,sq.m,    ,"RM350,000.00","LORONG IMAM YUSOF 45D/KS13, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Semi-Detached,Johor Bahru,Plentong,TMN KOTA MASAI,JLN DURIAN 3,February 2024,Freehold,297.00,sq.m,162,sq.m,    ,"RM700,000.00","JLN DURIAN 3, Johor Bahru, Malaysia",1.4968614,103.9276974,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kuala Muda,Bandar Bedong,TMN RASA SAYANG 1 & 2,LRG 12,March 2024,Freehold,445.00,sq.m,90,sq.m,    ,"RM200,000.00","LRG 12, Kuala Muda, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Pekan,Pekan,RENDANG EXORA (PEC LOT 24818),LORONG RENDANG EXORA,March 2024,Freehold,130.00,sq.m,86,sq.m,    ,"RM260,000.00","LORONG RENDANG EXORA, Pekan, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Pasir Puteh,Padang Pak Amat,BANDAR PASIR PUTEH,OFF PASIR PUTEH/JERTEH PL 814,May 2024,Freehold,653.00,sq.m,156,sq.m,    ,"RM470,000.00","OFF PASIR PUTEH/JERTEH PL 814, Pasir Puteh, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Sandakan,Sandakan,SEJATI UJANA APT,   ,March 2024,Leasehold,61.91,sq.m,-,-,3,"RM200,000.00","Sandakan, Malaysia",5.8391274,118.1158598,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Hulu Langat,Bandar Kajang,TMN JASMIN,JLN JASMIN 25,June 2024,Freehold,77.00,sq.m,59,sq.m,    ,"RM330,000.00","JLN JASMIN 25, Hulu Langat, Malaysia",2.9838007,101.8096435,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kemaman,Kijal,BERIS MERAGA, OFF JLN KMN-DGN,February 2024,Freehold,274.00,sq.m,101,sq.m,    ,"RM380,000.00","OFF JLN KMN-DGN, Kemaman, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Semi-Detached,Marang,Bukit Payung,DURIAN GULING,JLN BUKIT PAYUNG-KUALA BERANG(P/L:51658),October 2024,Freehold,263.00,sq.m,101,sq.m,    ,"RM350,000.00","JLN BUKIT PAYUNG-KUALA BERANG(P/L:51658), Marang, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Klang,Kelang,TMN DESA ABLELINK,   ,June 2024,Freehold,76.55,sq.m,-,-,3,"RM25,000.00","Klang, Malaysia",3.0448394,101.4447363,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Rompin,Bebar,PRIMA BANDAR MUADZAM, JALAN MUADZAM-SEGAMAT,February 2024,Leasehold,260.00,sq.m,91,sq.m,    ,"RM135,000.00","JALAN MUADZAM-SEGAMAT, Rompin, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Klang,Kelang,ABLELINK SQUARE,   ,March 2024,Freehold,71.00,sq.m,-,-,1,"RM83,000.00","Klang, Malaysia",3.0448394,101.4447363,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Barat Daya,4,TAMAN TITI HEIGHTS,TINGKAT TITI TERAS 7,August 2024,Freehold,130.00,sq.m,168,sq.m,    ,"RM756,000.00","TINGKAT TITI TERAS 7, Barat Daya, Malaysia",5.3581327,100.2310369,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Klang,Kelang,TMN PANDAMARAN PERMAI/KOTA PENDAMAR,LRG PERMAI 4E,June 2024,Freehold,236.00,sq.m,121,sq.m,    ,"RM600,000.00","LRG PERMAI 4E, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Lumpur,Mukim Batu,HIJAU RIA  APARTMENT,   ,July 2024,Leasehold,76.00,sq.m,-,-,6,"RM257,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ONE CENTRAL PARK KONDO,   ,September 2024,Freehold,170.00,sq.m,-,-,16,"RM1,504,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kluang,Kluang,TAMAN SRI IMPIAN / BANDAR SRI IMPIAN,SERI IMPIAN,June 2024,Freehold,149.00,sq.m,204,sq.m,    ,"RM538,000.00","SERI IMPIAN, Kluang, Malaysia",1.9961821,103.3651194,Yes,No,No,Yes,Yes,No,Yes,No,No
Condominium/Apartment,Petaling,Bdr Sunway,BOULEVARD SUBANG JAYA-SS12 JAYA,   ,August 2024,Leasehold,114.00,sq.m,-,-,20,"RM600,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost Flat,Seberang Perai Utara,5,TAMAN PERMATANG SINTOK,   ,September 2024,Freehold,60.00,sq.m,-,-,4,"RM110,000.00","Seberang Perai Utara, Malaysia",5.4992806,100.4467987,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kota Tinggi,Kota Tinggi,TMN REM,JLN R.E.M 11/1,February 2024,Leasehold,143.08,sq.m,75,sq.m,    ,"RM247,000.00","JLN R.E.M 11/1, Kota Tinggi, Malaysia",1.7116328,103.8875131,Yes,No,No,Yes,Yes,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Kuala Lumpur,BANGSAR BARU,JLN TERASEK 2,October 2024,Freehold,252.69,sq.m,160,sq.m,    ,"RM2,280,000.00","JLN TERASEK 2, Kuala Lumpur, Malaysia",3.1322297,101.6682072,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Cluster House,Kuala Selangor,Jeram,"ALAM SURIA, PUNCAK ALAM",JALAN ALAM SURIA 16/56,July 2024,Leasehold,164.00,sq.m,137,sq.m,    ,"RM460,000.00","JALAN ALAM SURIA 16/56, Kuala Selangor, Malaysia",3.2389423,101.4069574,Yes,Yes,No,No,Yes,No,Yes,No,No
Low-Cost Flat,Kinta,Ulu Kinta,TMN IPOH TIMUR (FLAT),   ,January 2024,Leasehold,53.00,sq.m,-,-,3,"RM60,000.00","Kinta, Malaysia",4.5833333,101.0833333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kampar,Mukim Teja,DE ARCADIA RESIDENCE @ LAWAN KUDA,JALAN LAWAN KUDA,June 2024,Leasehold,316.00,sq.m,125,sq.m,    ,"RM301,000.00","JALAN LAWAN KUDA, Kampar, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MON'T KIARA AMAN,   ,May 2024,Freehold,248.00,sq.m,-,-,24,"RM1,700,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Hulu Langat,Cheras,TMN KOTA ( CHERAS ),JLN TKC 2/6,July 2024,Leasehold,173.00,sq.m,58,sq.m,    ,"RM400,000.00","JLN TKC 2/6, Hulu Langat, Malaysia",3.0623094,101.7713997,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Kuantan,Kuala Kuantan,TAMAN ARMANI SUNGAI PANDAN 2 (PL8492), OFF JALAN PINTASAN KUANTAN,January 2024,Freehold,136.00,sq.m,88,sq.m,    ,"RM255,000.00","OFF JALAN PINTASAN KUANTAN, Kuantan, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Semi-Detached,Seberang Perai Utara,6,TAMAN BERTAM INDAH,LINTANG BERTAM INDAH 5,February 2024,Freehold,234.90,sq.m,117,sq.m,    ,"RM360,000.00","LINTANG BERTAM INDAH 5, Seberang Perai Utara, Malaysia",5.5329971,100.4334667,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Kuala Muda,Bandar Aman Jaya,BANDAR AMANJAYA (ZON MAWAR),JLN MAWAR 8,January 2024,Freehold,102.00,sq.m,62,sq.m,    ,"RM200,000.00","JLN MAWAR 8, Kuala Muda, Malaysia",5.6427949,100.4800414,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Johor Bahru,Pulai,TMN PULAI INDAH,JLN PI 5/2,March 2024,Freehold,189.00,sq.m,161,sq.m,    ,"RM650,000.00","JLN PI 5/2, Johor Bahru, Malaysia",1.5439935,103.5831791,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
Low-Cost Flat,Hulu Langat,Bandar Cheras,BDR TUN HUSSEIN ONN,   ,June 2024,Freehold,60.00,sq.m,-,-,3,"RM200,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Semi-Detached,Petaling,Bukit Raja,BANDAR SETIA ALAM,JLN U13/15K,November 2024,Freehold,253.00,sq.m,219,sq.m,    ,"RM1,335,000.00","JLN U13/15K, Petaling, Malaysia",3.0953697,101.4635268,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kulai,Kulai,BDR INDAHPURA,OFF JLN PERSIARAN INDAHPURA,September 2024,Freehold,248.99,sq.m,132,sq.m,    ,"RM839,000.00","OFF JLN PERSIARAN INDAHPURA, Kulai, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Bahagian Sibu,Bahagian Sibu,PECAHAN LOT 172,LRG KHIEW NANG 8,April 2024,Leasehold,207.90,sq.m,155,sq.m,    ,"RM500,000.00","LRG KHIEW NANG 8, Bahagian Sibu, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kuantan,Kuala Kuantan,"P/LOT 2366,2367,3694,3752 & 4169",TAS PERDANA,October 2024,Freehold,292.00,sq.m,188,sq.m,    ,"RM644,000.00","TAS PERDANA, Kuantan, Malaysia",3.7760785,103.2402139,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
